,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
164,NaN,"3,5",NaN,Централно,Приземје,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,2 Балкони,1,Не,Повеќе од 3 паркинг места,Југ,NaN
165,600€,4,87 m²,Струја,7 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Север,Centar
166,1€,3,65 m²,Друго,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Југоисток,NaN
167,1.650МКД,2,45 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2019,2019,1 Балкон,1,Не,1 Паркинг,Исток,Franjo Kluz 7
168,250€,2,34 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,Нема,1,Не,1 Паркинг,Исток,NaN
169,1.100€,3,110 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,Нема,Исток,NaN
170,76.500€,3,60 m²,Струја,4 кат  ,Во Зграда,Реновиран,Наместен,Не,1970,2016,Нема,1,Да,1 Паркинг,Исток,Владимир Комаров бр 6
171,NaN,2,41 m²,Струја,1 кат  ,Во Зграда,Во градба,Празен,Да,2022,NaN,1 Тераса,1,Не,1 Гаража,Југоисток,Мирче Оровчанец бр.15
172,1.750€,4,110 m²,Струја,7 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,Тераса + 2 Балкони,2,Не,1 Гаража,Исток,Ul. Vasil Gorgov br.4 kapistec 
173,1€,1,36 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Да,1 Паркинг,Запад,Пандил Шишков
174,1€,2,38 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Да,1 Паркинг,Исток,"Аеродром, во близина на Раде Кончар"
175,250€,3,75 m²,Струја,2 кат  ,Во Зграда,Реновиран,Празен,Не,2000,2018,1 Балкон,1,Не,1 Паркинг,Североисток,Козле
176,500€,3,100 m²,Друго,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,Повеќе од 2,Не,1 Паркинг,Исток,NaN
177,400€,2,55 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
178,250€,2,45 m²,Струја,11 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Северозапад,Аеродром
179,280€,3,70 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
180,300€,3,75 m²,Друго,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Кисела Вода
181,1€,2,62 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Не,NaN,NaN,Нема,1,Не,1 Паркинг,Југ,NaN
182,15.000МКД,2,50 m²,Централно,2 кат  ,Во Зграда,Нов,Празен,Да,2021,NaN,1 Балкон,1,Не,Нема,Североисток,prvomajska(boris trajkovski)
183,18.500МКД,2,48 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Не,2015,NaN,1 Тераса,1,Не,1 Паркинг,Југ,Тафталиџе 
184,300€,2,40 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"aerodrom, nova zeleznicka, micurin"
185,50€,1,25 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Да,1999,2018,2 Балкони,1,Не,1 Паркинг,Исток,Nea Potidea Halkidiki Greece 
186,1.200МКД,1,23 m²,Централно,Приземје,Во Зграда,Реновиран,Полу наместен,Да,1980,2021,1 Тераса,1,Не,1 Паркинг,Север,Asnom 102
187,350€,3,65 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Тераса + 1 Балкон,1,Не,Повеќе од 3 паркинг места,Југоисток,Капиштец-Економија
188,350€,3,65 m²,Централно,3 кат  ,Во Зграда,Реновиран,Луксузен,Да,2007,2020,1 Балкон,1,Не,Нема,Југозапад,Venjamin Mancukovski  Aerodrom Michurin
189,300€,"2,5",50 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,SKOPJE
190,1€,4,98 m²,Централно,Приземје,Во Зграда,Стар,Луксузен,Не,NaN,NaN,1 Балкон,2,Да,Повеќе од 3 паркинг места,Север,NaN
191,350€,2,43 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Североисток,NaN
192,400€,3,69 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,"Centar, Kapishtec"
193,320€,3,50 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Југозапад,Dimo Hadzidimov 
194,1€,5,150 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Не,2010,NaN,Тераса + 2 Балкони,Повеќе од 2,Да,Гаража + 2 Паркинг места,Југозапад,Zdanec
195,450€,5,140 m²,Струја,1 кат  ,Во куќа,Нов,Наместен,Не,2013,NaN,Тераса + 3 Балкони,Повеќе од 2,Да,Гаража + 2 Паркинг места,Југоисток,NaN
196,1€,4,90 m²,Централно,2 кат  ,Во Зграда,Стар,Наместен,Не,1938,2012,Тераса + 1 Балкон,2,Да,1 Паркинг,Југ,Bugarska Ambasada
197,240€,2,50 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2004,NaN,1 Тераса,1,Не,1 Паркинг,Југоисток,Centar
198,5МКД,1,32 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2018,2018,1 Балкон,1,Не,1 Паркинг,Исток,Venjamin Macukovski 34
199,NaN,"1,5",34 m²,Централно,Приземје,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,Нема,1,Да,1 Паркинг,Исток,Ул.Пушкинова бр.3
200,250€,2,47 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Исток,скопје
201,300€,3,70 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Не,1970,2019,1 Балкон,1,Да,1 Паркинг,Запад,Антон Попов 16/1
202,300€,3,72 m²,Централно,1 кат  ,Во Зграда,Реновиран,Празен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
203,300€,2,50 m²,Струја,4 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
204,400€,4,115 m²,Централно,1 кат  ,Во Зграда,Реновиран,Празен,Не,NaN,NaN,2 Балкони,2,Не,Нема,Исток,NaN
205,220€,1,22 m²,Струја,7 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
206,400€,3,72 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
207,400€,3,62 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Не,NaN,2022,1 Тераса,1,Да,1 Гаража,Северозапад,Karposh 3 - City Mall
208,500€,2,43 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,NaN
209,200€,3,70 m²,Струја,Приземје,Во куќа,Стар,Празен,Не,1995,NaN,1 Балкон,2,Да,1 Паркинг,Исток,"ул. ""Владимир Назор"" бр.10"
210,350€,2,44 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,2023,2023,1 Тераса,1,Не,1 Паркинг,Југоисток,Vostanicka 88
211,500€,2,50 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"centar, debar maalo"
212,NaN,1,30 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,Нема,Запад,Taftalidje 1 kaj Mlecen restran
213,1.400€,2,53 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2004,NaN,1 Балкон,1,Не,1 Паркинг,Североисток,Ivan Kozarov
214,1.000€,3,46 m²,Централно,1 кат  ,Во Зграда,Во градба,Празен,Да,2023,NaN,1 Балкон,1,Да,1 Паркинг,Запад,Шуто Оризари / Скопје
215,1€,4,70 m²,Струја,Приземје,Во Зграда,Нов,Празен,Да,2022,NaN,1 Тераса,1,Не,Нема,Северозапад,NaN
216,280€,2,50 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Debar Maalo 
217,NaN,3,65 m²,Централно,1 кат  ,Во куќа,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Taftalidje 1 kaj Katastar
218,1.200МКД,"1,5",50 m²,Струја,2 кат  ,Во Зграда,Реновиран,Луксузен,Не,NaN,NaN,2 Балкони,1,Да,1 Паркинг,Југ,"Ulica Makedonija, kaj bikot"
219,350€,3,60 m²,Централно,5 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,Aerodrom kaj Voen Bazen
220,280€,2,50 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,Kozle sproti Vero 2
221,NaN,2,70 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југозапад,Debar Maalo - ul.Leninova
222,NaN,3,70 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,Нема,Запад, Debar Maalo  (Pozadi Gradezen Fakultet)
223,1.200МКД,1,23 m²,Централно,Приземје,Во Зграда,Реновиран,Полу наместен,Да,1980,2020,1 Балкон,1,Не,1 Паркинг,Север,Asnom 102
224,1€,3,70 m²,Централно,8 кат  ,Во Зграда,Реновиран,Луксузен,Да,2001,2022,Тераса + 1 Балкон,2,Да,2 Паркинг места,Југоисток,Ул. Владимир Комаров бр. 1/3-22
225,350€,1,62 m²,Струја,8 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Гаража,Исток,Ul.Hristo Smrnenski br23 st br 32
226,250€,3,75 m²,Централно,7 кат  ,Во Зграда,Стар,Наместен,Да,NaN,NaN,2 Балкони,2,Не,1 Паркинг,Северозапад,V.Komarov
227,250€,3,72 m²,Централно,1 кат  ,Во Зграда,Стар,Наместен,Не,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Северозапад,P.Odredi
228,250€,3,77 m²,Централно,3 кат  ,Во Зграда,Стар,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Запад,N.Front
229,150€,2,40 m²,Централно,1 кат  ,Во Зграда,Реновиран,Празен,Да,NaN,2000,1 Тераса,1,Да,1 Паркинг,Исток,Vidoe Smilevski Bato 77 br.3/6
230,NaN,"3,5",75 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
231,2€,2,27 m²,Централно,4 кат  ,Во Зграда,Реновиран,Наместен,Да,1,1,1 Балкон,1,Да,Повеќе од 3 паркинг места,Југоисток,jani lukrevski 2/34
232,1.200МКД,1,31 m²,Централно,12 кат  ,Во Зграда,Нов,Наместен,Да,2018,NaN,1 Балкон,1,Не,1 Паркинг,Југ,"Karposh, City Mall (City GARDEN) "
233,300€,4,95 m²,Централно,9 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,2,Да,Повеќе од 3 паркинг места,Исток,Бул. АСНОМ 18
234,300€,2,45 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,2016,NaN,Нема,1,Да,Нема,Исток,/ 
235,800МКД,2,40 m²,Струја,Поткровје,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Северозапад,Мариовска 
236,200€,2,45 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
237,200€,2,50 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
238,300€,3,70 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
239,220€,2,44 m²,Струја,Приземје,Во куќа,Нов,Празен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Југозапад,NaN
240,370€,3,75 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Гаража,Исток,NaN
241,350€,4,100 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Не,1 Паркинг,Исток,NaN
242,220€,1,30 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
243,500€,3,76 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Гаража,Исток,Дебар Маало
244,450€,2,65 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,Аеродром
245,1.000МКД,1,40 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,2004,NaN,Нема,1,Не,Нема,Запад,Anton Popov 33 Kisela Voda
246,450€,3,62 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,2016,2023,1 Тераса,1,Не,Нема,Југоисток,ruzveltova 51
247,850€,3,82 m²,Централно,7 кат  ,Во Зграда,Реновиран,Наместен,Да,1970,2019,1 Балкон,2,Не,1 Паркинг,Југ,Bul Kocho Racin 20 29
248,1€,3,66 m²,Централно,4 кат  ,Во Зграда,Нов,Луксузен,Да,2004,NaN,1 Балкон,1,Не,Нема,Североисток,NaN
249,11.000МКД,2,35 m²,Струја,Приземје,Во куќа,Реновиран,Наместен,Не,2012,2017,Нема,1,Не,Нема,Југоисток,",,јуриј Гагарин,, 4/20"
250,400€,3,90 m²,Централно,2 кат  ,Во Зграда,Реновиран,Наместен,Да,1990,2017,Тераса + 1 Балкон,2,Не,1 Паркинг,Југозапад,Istarska
